time_start_time-trial,time_end_time-trial,rotation,chart-type,workerID,log-error,totalSequence,judged-true,ans-percentage-diff,opposite-ans,ans-trial,correct-ans,time_diff_time-trial,arcPrediction,areaPrediction
1452625078433,1452625094517,169.8528215009719,ellipse,DP10GH66,2.8328900141647417,30,-7,-0.21875,68,25,32,16.084,31.443010576598805,32.598212257787395
1452625066786,1452625073566,124.56880909390748,square,DP10GH66,0.16992500144231237,28,-1,-0.015151515151515152,34,65,66,6.78,66.86025388655744,66.86025388655744
1452625165928,1452625173443,169.89549377001822,exploded,DP10GH66,1.6438561897747246,45,3,0.13636363636363635,78,25,22,7.515,24.838709677419356,28.043704474505724
1452625073582,1452625078433,300.86923979222775,outerRadius,DP10GH66,2.357552004618084,29,5,0.0625,20,85,80,4.851,90.3225806451613,101.97710718002081
1452625120261,1452625124031,233.2021245919168,square,DP10GH66,2.357552004618084,36,5,0.0625,20,85,80,3.77,80.09564195600835,80.09564195600835
1452625115095,1452625120261,193.85058428160846,outerRadius,DP10GH66,0.16992500144231237,35,-1,-0.0625,84,15,16,5.166,18.06451612903226,20.395421436004163
1452625099348,1452625104001,226.24533891677856,square,DP10GH66,2.0443941193584534,32,-4,-0.25,84,12,16,4.653,15.048880404310411,15.048880404310411
1452625048017,1452625053534,55.2486449573189,ellipse,DP10GH66,3.4757334309663976,24,-11,-0.13580246913580246,19,70,81,5.517,77.50167505062798,73.35659051458985
1452625053534,1452625058733,338.0849991738796,pie,DP10GH66,2.357552004618084,25,-5,-0.058823529411764705,15,80,85,5.199,85.0,85.0
1452625058733,1452625063116,118.62193403765559,ellipse,DP10GH66,2.6147098441152083,26,6,0.14634146341463414,59,47,41,4.383,43.60193094142688,45.23523983311401
1452625063116,1452625066786,40.52242965437472,ellipse,DP10GH66,3.599912842187128,27,-12,-0.14634146341463414,18,70,82,3.67,77.71813300323238,71.74238685597122
1452625030918,1452625035885,357.80765631236136,square,DP10GH66,1.0874628412503393,20,-2,-0.05405405405405406,63,35,37,4.967,36.34754588357766,36.34754588357766
1452625035885,1452625039065,62.51729719340801,ellipse,DP10GH66,3.189824558880017,21,-9,-0.14754098360655737,39,52,61,3.18,57.68163404342662,55.751748809690426
1452625039065,1452625043678,33.53193338960409,ellipse,DP10GH66,3.4757334309663976,22,-11,-0.12790697674418605,14,75,86,4.613,82.40813927874449,76.61134543354201
1452625043678,1452625048017,128.02918662317097,pie,DP10GH66,-3,23,0,0,85,15,15,4.339,15.0,15.0
1452625173443,1452625178098,300.87450304068625,outerRadius,DP10GH66,-3,46,0,0,8,92,92,4.655,103.87096774193549,117.27367325702393
1452625178114,1452625182727,281.3636866863817,pie,DP10GH66,3.0223678130284544,47,8,0.42105263157894735,81,27,19,4.613,19.0,19.0
1452625160881,1452625165928,64.29979976266623,pie,DP10GH66,0.16992500144231237,44,-1,-0.02127659574468085,53,46,47,5.047,47.0,47.0
1452625182727,1452625187762,241.11046456731856,pie,DP10GH66,1.6438561897747246,48,3,0.21428571428571427,86,17,14,5.035,14.0,14.0
1452625148913,1452625154185,80.54186817258596,square,DP10GH66,1.0874628412503393,42,-2,-0.02564102564102564,22,76,78,5.272,77.37519750884533,77.37519750884533
1452625154185,1452625160881,313.44521529972553,exploded,DP10GH66,0.16992500144231237,43,-1,-0.0196078431372549,49,50,51,6.696,57.58064516129032,65.01040582726327
1452625140099,1452625145431,129.1917841695249,exploded,DP10GH66,2.6147098441152083,40,6,0.3157894736842105,81,25,19,5.332,21.451612903225808,24.219562955254943
1452625145431,1452625148913,157.50240770168602,outerRadius,DP10GH66,0.16992500144231237,41,-1,-0.013157894736842105,24,75,76,3.482,85.80645161290323,96.87825182101977
1452624845610,1452624850810,229.8179103154689,outerRadius,DP10GH66,0.16992500144231237,1,1,0.011235955056179775,11,90,89,5.2,100.48387096774194,113.44953173777316
1452624824621,1452624845610,325.67241101525724,pie,DP10GH66,0.16992500144231237,0,-1,-0.09090909090909091,89,10,11,20.989,11.0,11.0
1452624859792,1452624865660,277.1969717927277,square,DP10GH66,0.16992500144231237,3,1,0.02040816326530612,51,50,49,5.868,49.20732403621228,49.207324036212306
1452624850810,1452624859792,99.20678176917136,pie,DP10GH66,1.6438561897747246,2,3,0.04477611940298507,33,70,67,8.982,67.0,67.0
1452624880318,1452624886116,195.30463753268123,pie,DP10GH66,-3,5,0,0,48,52,52,5.798,52.0,52.0
1452624865660,1452624880318,351.9847394619137,outerRadius,DP10GH66,1.0874628412503393,4,2,0.05555555555555555,64,38,36,14.658,40.645161290322584,45.88969823100936
1452624892623,1452624898240,212.02293860726058,ellipse,DP10GH66,3.0223678130284544,7,-8,-0.12903225806451613,38,54,62,5.617,61.153436513722895,58.64647067808353
1452624886124,1452624892623,267.1457991935313,outerRadius,DP10GH66,2.8328900141647417,6,-7,-0.19444444444444445,64,29,36,6.499,40.645161290322584,45.88969823100936
1452624908020,1452624913386,336.929688770324,square,DP10GH66,2.0443941193584534,9,4,0.3076923076923077,87,17,13,5.366,10.818891348805519,10.81889134880552
1452625094517,1452625099348,293.6217120476067,outerRadius,DP10GH66,2.357552004618084,31,5,1.25,96,9,4,4.831,4.516129032258065,5.098855359001041
1452625187762,1452625198611,217.8100809082389,pie,DP10GH66,2.0443941193584534,49,-4,-0.04878048780487805,18,78,82,10.849,82.0,82.0
1452625135731,1452625140083,340.47897800803185,exploded,DP10GH66,1.0874628412503393,39,2,0.0273972602739726,27,75,73,4.352,82.41935483870968,93.05411030176899
1452625110515,1452625115095,105.25609449483454,exploded,DP10GH66,2.357552004618084,34,-5,-0.13157894736842105,62,33,38,4.58,42.903225806451616,48.43912591050989
1452625131577,1452625135731,158.3560653962195,square,DP10GH66,2.0443941193584534,38,-4,-0.07142857142857142,44,52,56,4.154,54.950606019212245,54.950606019212245
1452624898240,1452624908020,307.8435890749097,outerRadius,DP10GH66,1.0874628412503393,8,2,0.046511627906976744,57,45,43,9.78,48.54838709677419,54.812695109261185
1452624980603,1452624984566,180.7161529082805,ellipse,DP10GH66,-3,15,0,0,45,55,55,3.963,56.39614028987074,59.08031594609252
1452624973786,1452624980603,73.34521614946425,pie,DP10GH66,1.0874628412503393,14,-2,-0.02857142857142857,30,68,70,6.817,70.0,70.0
1452624947523,1452624955440,6.727855280041695,ellipse,DP10GH66,1.0874628412503393,11,-2,-0.021739130434782608,8,90,92,7.917,89.77338832868894,85.467607640869
1452624913386,1452624947523,269.3514623120427,exploded,DP10GH66,-3,10,0,0,38,62,62,34.137,70.0,79.03225806451613
1452624960006,1452624973770,200.98827715963125,ellipse,DP10GH66,2.357552004618084,13,-5,-0.08771929824561403,43,52,57,13.764,57.93263760099422,57.46566716808511
